district_id,district_name,ssp,epoch,metric,value,value,value
,,,,,mean,max,min
NSW_7,Northern NSW,Historical,Historical,avg_hot_days_35,4.757524275289617,4.757524275289617,4.757524275289617
NSW_7,Northern NSW,Historical,Historical,avg_hot_days_40,0.33466333296225675,0.33466333296225675,0.33466333296225675
NSW_7,Northern NSW,Historical,Historical,heatwaves_avg_duration,4.831476988258662,4.831476988258662,4.831476988258662
NSW_7,Northern NSW,Historical,Historical,heatwaves_avg_events_per_year,2.143094451875617,2.143094451875617,2.143094451875617
NSW_7,Northern NSW,Historical,Historical,mean_heat_index,34.407249450683594,34.407249450683594,34.407249450683594
NSW_7,Northern NSW,Historical,Historical,mean_temp,19.464004516601562,19.464004516601562,19.464004516601562
NSW_7,Northern NSW,Historical,Historical,pc_max_95,31.060758590698242,31.060758590698242,31.060758590698242
NSW_7,Northern NSW,Historical,Historical,pc_min_95,21.847509384155273,21.847509384155273,21.847509384155273
NSW_7,Northern NSW,ssp245,late,avg_hot_days_35,14.567077725396363,14.567077725396363,14.567077725396363
NSW_7,Northern NSW,ssp245,late,avg_hot_days_40,1.9059931151703549,1.9059931151703549,1.9059931151703549
NSW_7,Northern NSW,ssp245,late,heatwaves_avg_duration,8.106602777119125,8.106602777119125,8.106602777119125
NSW_7,Northern NSW,ssp245,late,heatwaves_avg_events_per_year,6.7783086168542654,6.7783086168542654,6.7783086168542654
NSW_7,Northern NSW,ssp245,late,mean_heat_index,36.48579619034435,36.48579619034435,36.48579619034435
NSW_7,Northern NSW,ssp245,late,mean_temp,21.655662250909348,21.655662250909348,21.655662250909348
NSW_7,Northern NSW,ssp245,late,pc_max_95,33.83721736531627,33.83721736531627,33.83721736531627
NSW_7,Northern NSW,ssp245,late,pc_min_95,23.736925950106674,23.736925950106674,23.736925950106674
NSW_7,Northern NSW,ssp245,mid,avg_hot_days_35,10.040409344576558,10.040409344576558,10.040409344576558
NSW_7,Northern NSW,ssp245,mid,avg_hot_days_40,0.917119435506805,0.917119435506805,0.917119435506805
NSW_7,Northern NSW,ssp245,mid,heatwaves_avg_duration,6.517543149544354,6.517543149544354,6.517543149544354
NSW_7,Northern NSW,ssp245,mid,heatwaves_avg_events_per_year,5.605291603810052,5.605291603810052,5.605291603810052
NSW_7,Northern NSW,ssp245,mid,mean_heat_index,35.46324243927197,35.46324243927197,35.46324243927197
NSW_7,Northern NSW,ssp245,mid,mean_temp,21.068316683711558,21.068316683711558,21.068316683711558
NSW_7,Northern NSW,ssp245,mid,pc_max_95,32.87174661044651,32.87174661044651,32.87174661044651
NSW_7,Northern NSW,ssp245,mid,pc_min_95,23.248575230127276,23.248575230127276,23.248575230127276
NSW_7,Northern NSW,ssp370,late,avg_hot_days_35,21.689904982405388,21.689904982405388,21.689904982405388
NSW_7,Northern NSW,ssp370,late,avg_hot_days_40,3.2435024236905896,3.2435024236905896,3.2435024236905896
NSW_7,Northern NSW,ssp370,late,heatwaves_avg_duration,10.22841001762174,10.22841001762174,10.22841001762174
NSW_7,Northern NSW,ssp370,late,heatwaves_avg_events_per_year,8.399505456234888,8.399505456234888,8.399505456234888
NSW_7,Northern NSW,ssp370,late,mean_heat_index,37.71723510821507,37.71723510821507,37.71723510821507
NSW_7,Northern NSW,ssp370,late,mean_temp,22.591681998244617,22.591681998244617,22.591681998244617
NSW_7,Northern NSW,ssp370,late,pc_max_95,34.883992928771605,34.883992928771605,34.883992928771605
NSW_7,Northern NSW,ssp370,late,pc_min_95,24.837209041191493,24.837209041191493,24.837209041191493
NSW_7,Northern NSW,ssp370,mid,avg_hot_days_35,15.983156586881783,15.983156586881783,15.983156586881783
NSW_7,Northern NSW,ssp370,mid,avg_hot_days_40,2.085909507668036,2.085909507668036,2.085909507668036
NSW_7,Northern NSW,ssp370,mid,heatwaves_avg_duration,7.535824855934724,7.535824855934724,7.535824855934724
NSW_7,Northern NSW,ssp370,mid,heatwaves_avg_events_per_year,6.786243796756788,6.786243796756788,6.786243796756788
NSW_7,Northern NSW,ssp370,mid,mean_heat_index,36.311622266614926,36.311622266614926,36.311622266614926
NSW_7,Northern NSW,ssp370,mid,mean_temp,21.480106089133972,21.480106089133972,21.480106089133972
NSW_7,Northern NSW,ssp370,mid,pc_max_95,33.95529932578597,33.95529932578597,33.95529932578597
NSW_7,Northern NSW,ssp370,mid,pc_min_95,23.483429048713027,23.483429048713027,23.483429048713027
NSW_9,Western Sydney,Historical,Historical,avg_hot_days_35,10.422838951301916,10.422838951301916,10.422838951301916
NSW_9,Western Sydney,Historical,Historical,avg_hot_days_40,1.0679896349937499,1.0679896349937499,1.0679896349937499
NSW_9,Western Sydney,Historical,Historical,heatwaves_avg_duration,3.9166383340703006,3.9166383340703006,3.9166383340703006
NSW_9,Western Sydney,Historical,Historical,heatwaves_avg_events_per_year,1.7642932415140091,1.7642932415140091,1.7642932415140091
NSW_9,Western Sydney,Historical,Historical,mean_heat_index,34.87824630737305,34.87824630737305,34.87824630737305
NSW_9,Western Sydney,Historical,Historical,mean_temp,17.803922653198242,17.803922653198242,17.803922653198242
NSW_9,Western Sydney,Historical,Historical,pc_max_95,33.139122009277344,33.139122009277344,33.139122009277344
NSW_9,Western Sydney,Historical,Historical,pc_min_95,20.51513671875,20.51513671875,20.51513671875
NSW_9,Western Sydney,ssp245,late,avg_hot_days_35,24.080182602070447,24.080182602070447,24.080182602070447
NSW_9,Western Sydney,ssp245,late,avg_hot_days_40,3.815310464069002,3.815310464069002,3.815310464069002
NSW_9,Western Sydney,ssp245,late,heatwaves_avg_duration,4.990336777678477,4.990336777678477,4.990336777678477
NSW_9,Western Sydney,ssp245,late,heatwaves_avg_events_per_year,5.936956838845735,5.936956838845735,5.936956838845735
NSW_9,Western Sydney,ssp245,late,mean_heat_index,36.7529711894544,36.7529711894544,36.7529711894544
NSW_9,Western Sydney,ssp245,late,mean_temp,20.043383481722135,20.043383481722135,20.043383481722135
NSW_9,Western Sydney,ssp245,late,pc_max_95,35.84976022606422,35.84976022606422,35.84976022606422
NSW_9,Western Sydney,ssp245,late,pc_min_95,22.53646044127926,22.53646044127926,22.53646044127926
NSW_9,Western Sydney,ssp245,mid,avg_hot_days_35,16.743216266391862,16.743216266391862,16.743216266391862
NSW_9,Western Sydney,ssp245,mid,avg_hot_days_40,2.123696497969405,2.123696497969405,2.123696497969405
NSW_9,Western Sydney,ssp245,mid,heatwaves_avg_duration,4.491598940470016,4.491598940470016,4.491598940470016
NSW_9,Western Sydney,ssp245,mid,heatwaves_avg_events_per_year,4.084564343827063,4.084564343827063,4.084564343827063
NSW_9,Western Sydney,ssp245,mid,mean_heat_index,36.00787048813622,36.00787048813622,36.00787048813622
NSW_9,Western Sydney,ssp245,mid,mean_temp,19.37019982367961,19.37019982367961,19.37019982367961
NSW_9,Western Sydney,ssp245,mid,pc_max_95,34.618224580850125,34.618224580850125,34.618224580850125
NSW_9,Western Sydney,ssp245,mid,pc_min_95,21.963056625804636,21.963056625804636,21.963056625804636
NSW_9,Western Sydney,ssp370,late,avg_hot_days_35,33.35657078673953,33.35657078673953,33.35657078673953
NSW_9,Western Sydney,ssp370,late,avg_hot_days_40,6.8930705381856034,6.8930705381856034,6.8930705381856034
NSW_9,Western Sydney,ssp370,late,heatwaves_avg_duration,6.060823594734852,6.060823594734852,6.060823594734852
NSW_9,Western Sydney,ssp370,late,heatwaves_avg_events_per_year,8.27639756093635,8.27639756093635,8.27639756093635
NSW_9,Western Sydney,ssp370,late,mean_heat_index,37.97505038034822,37.97505038034822,37.97505038034822
NSW_9,Western Sydney,ssp370,late,mean_temp,21.102487767422094,21.102487767422094,21.102487767422094
NSW_9,Western Sydney,ssp370,late,pc_max_95,37.11802466530497,37.11802466530497,37.11802466530497
NSW_9,Western Sydney,ssp370,late,pc_min_95,23.579810788682803,23.579810788682803,23.579810788682803
NSW_9,Western Sydney,ssp370,mid,avg_hot_days_35,27.798132978230303,27.798132978230303,27.798132978230303
NSW_9,Western Sydney,ssp370,mid,avg_hot_days_40,5.488890040580509,5.488890040580509,5.488890040580509
NSW_9,Western Sydney,ssp370,mid,heatwaves_avg_duration,5.089307446287203,5.089307446287203,5.089307446287203
NSW_9,Western Sydney,ssp370,mid,heatwaves_avg_events_per_year,6.159728559217541,6.159728559217541,6.159728559217541
NSW_9,Western Sydney,ssp370,mid,mean_heat_index,37.04389022030969,37.04389022030969,37.04389022030969
NSW_9,Western Sydney,ssp370,mid,mean_temp,19.912778776005613,19.912778776005613,19.912778776005613
NSW_9,Western Sydney,ssp370,mid,pc_max_95,36.40985731917565,36.40985731917565,36.40985731917565
NSW_9,Western Sydney,ssp370,mid,pc_min_95,22.40929537807715,22.40929537807715,22.40929537807715
SA_5,Eyre and Far North,Historical,Historical,avg_hot_days_35,32.1571222710043,32.1571222710043,32.1571222710043
SA_5,Eyre and Far North,Historical,Historical,avg_hot_days_40,7.052729869933264,7.052729869933264,7.052729869933264
SA_5,Eyre and Far North,Historical,Historical,heatwaves_avg_duration,4.520263359005371,4.520263359005371,4.520263359005371
SA_5,Eyre and Far North,Historical,Historical,heatwaves_avg_events_per_year,1.6042028726781699,1.6042028726781699,1.6042028726781699
SA_5,Eyre and Far North,Historical,Historical,mean_heat_index,36.01511001586914,36.01511001586914,36.01511001586914
SA_5,Eyre and Far North,Historical,Historical,mean_temp,17.567485809326172,17.567485809326172,17.567485809326172
SA_5,Eyre and Far North,Historical,Historical,pc_max_95,36.56184768676758,36.56184768676758,36.56184768676758
SA_5,Eyre and Far North,Historical,Historical,pc_min_95,19.886430740356445,19.886430740356445,19.886430740356445
SA_5,Eyre and Far North,ssp245,late,avg_hot_days_35,49.72689380720737,49.72689380720737,49.72689380720737
SA_5,Eyre and Far North,ssp245,late,avg_hot_days_40,16.583761145844996,16.583761145844996,16.583761145844996
SA_5,Eyre and Far North,ssp245,late,heatwaves_avg_duration,4.975789006685465,4.975789006685465,4.975789006685465
SA_5,Eyre and Far North,ssp245,late,heatwaves_avg_events_per_year,3.750747607376157,3.750747607376157,3.750747607376157
SA_5,Eyre and Far North,ssp245,late,mean_heat_index,37.04890614828243,37.04890614828243,37.04890614828243
SA_5,Eyre and Far North,ssp245,late,mean_temp,19.46636063587474,19.46636063587474,19.46636063587474
SA_5,Eyre and Far North,ssp245,late,pc_max_95,38.59784366051367,38.59784366051367,38.59784366051367
SA_5,Eyre and Far North,ssp245,late,pc_min_95,21.827893440200206,21.827893440200206,21.827893440200206
SA_5,Eyre and Far North,ssp245,mid,avg_hot_days_35,44.89554659228397,44.89554659228397,44.89554659228397
SA_5,Eyre and Far North,ssp245,mid,avg_hot_days_40,13.847128394257801,13.847128394257801,13.847128394257801
SA_5,Eyre and Far North,ssp245,mid,heatwaves_avg_duration,4.788582855658953,4.788582855658953,4.788582855658953
SA_5,Eyre and Far North,ssp245,mid,heatwaves_avg_events_per_year,3.081452358148828,3.081452358148828,3.081452358148828
SA_5,Eyre and Far North,ssp245,mid,mean_heat_index,36.761648816918985,36.761648816918985,36.761648816918985
SA_5,Eyre and Far North,ssp245,mid,mean_temp,18.949074473504528,18.949074473504528,18.949074473504528
SA_5,Eyre and Far North,ssp245,mid,pc_max_95,38.133385238815,38.133385238815,38.133385238815
SA_5,Eyre and Far North,ssp245,mid,pc_min_95,21.21353317143917,21.21353317143917,21.21353317143917
SA_5,Eyre and Far North,ssp370,late,avg_hot_days_35,57.584845949310306,57.584845949310306,57.584845949310306
SA_5,Eyre and Far North,ssp370,late,avg_hot_days_40,23.18140101503106,23.18140101503106,23.18140101503106
SA_5,Eyre and Far North,ssp370,late,heatwaves_avg_duration,5.125227777781985,5.125227777781985,5.125227777781985
SA_5,Eyre and Far North,ssp370,late,heatwaves_avg_events_per_year,4.8048447867834305,4.8048447867834305,4.8048447867834305
SA_5,Eyre and Far North,ssp370,late,mean_heat_index,37.352719275976916,37.352719275976916,37.352719275976916
SA_5,Eyre and Far North,ssp370,late,mean_temp,20.30537702670733,20.30537702670733,20.30537702670733
SA_5,Eyre and Far North,ssp370,late,pc_max_95,39.59619337269008,39.59619337269008,39.59619337269008
SA_5,Eyre and Far North,ssp370,late,pc_min_95,22.52728199085561,22.52728199085561,22.52728199085561
SA_5,Eyre and Far North,ssp370,mid,avg_hot_days_35,48.6380919354149,48.6380919354149,48.6380919354149
SA_5,Eyre and Far North,ssp370,mid,avg_hot_days_40,16.11065748440949,16.11065748440949,16.11065748440949
SA_5,Eyre and Far North,ssp370,mid,heatwaves_avg_duration,4.87353258133929,4.87353258133929,4.87353258133929
SA_5,Eyre and Far North,ssp370,mid,heatwaves_avg_events_per_year,3.5455608370923297,3.5455608370923297,3.5455608370923297
SA_5,Eyre and Far North,ssp370,mid,mean_heat_index,37.10189422100294,37.10189422100294,37.10189422100294
SA_5,Eyre and Far North,ssp370,mid,mean_temp,19.2052677884562,19.2052677884562,19.2052677884562
SA_5,Eyre and Far North,ssp370,mid,pc_max_95,38.56148587693188,38.56148587693188,38.56148587693188
SA_5,Eyre and Far North,ssp370,mid,pc_min_95,21.523244631363482,21.523244631363482,21.523244631363482
